50 1 0 5 0 1 0 0 10 0 1 999 0 1 -1.1 94.767 -50.8 1.05 4963.6 1
75 5 1 0 0 0 0 0 9 2 2 999 0 1 -3.4 92.431 -26.9 0.724 5017.5 0
45 0 1 6 0 1 0 0 7 3 9 999 0 1 1.4 93.444 -36.1 4.962 5228.1 0
31 9 2 2 2 1 1 0 10 2 1 999 1 0 -0.1 93.2 -42 4.12 5195.8 0
48 1 1 1 0 1 0 0 4 2 1 999 1 0 -1.8 92.893 -46.2 1.281 5099.1 0
35 9 1 6 2 1 0 1 4 3 2 999 0 1 1.1 93.994 -36.4 4.86 5191 0
54 9 1 5 2 0 0 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
23 1 2 2 0 1 0 0 4 0 1 999 0 1 -1.8 92.893 -46.2 1.299 5099.1 1
36 9 2 6 0 1 0 0 7 1 2 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
55 11 3 7 2 1 0 0 6 0 1 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
39 1 1 0 2 1 0 1 5 0 1 999 0 1 1.4 94.465 -41.8 4.865 5228.1 0
44 0 1 6 0 0 0 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
35 1 1 0 0 0 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.86 5191 0
31 0 1 6 0 0 0 0 7 0 9 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
33 1 1 2 0 0 0 1 4 2 1 999 0 1 1.1 93.994 -36.4 4.859 5191 0
32 9 2 5 0 0 0 0 4 3 2 999 0 1 -1.8 92.893 -46.2 1.266 5099.1 1
50 1 1 0 0 0 0 0 7 0 2 15 1 2 -2.9 92.201 -31.4 0.861 5076.2 0
40 0 0 6 0 0 0 0 10 1 2 999 0 1 -0.1 93.2 -42 4.153 5195.8 0
40 6 1 2 0 1 1 0 3 0 4 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 0
49 7 1 3 2 1 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.86 5191 0
29 9 2 2 0 1 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8 0
38 0 1 3 0 1 1 0 7 0 2 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
31 1 1 0 2 0 0 0 6 2 2 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
36 1 1 2 0 0 0 1 4 2 1 999 0 1 1.1 93.994 -36.4 4.859 5191 0
38 1 1 2 0 0 0 0 10 1 2 999 1 0 -0.1 93.2 -42 4.153 5195.8 0
39 9 2 5 2 0 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1 0
39 2 0 6 0 1 0 1 4 0 2 999 0 1 1.1 93.994 -36.4 4.858 5191 0
34 1 2 1 2 1 0 0 4 0 1 999 0 1 -1.8 92.893 -46.2 1.299 5099.1 0
24 8 2 7 0 1 1 1 8 2 1 10 1 2 -1.1 94.199 -37.5 0.886 4963.6 0
28 8 2 2 0 0 1 0 7 2 1 6 3 0 -1.7 94.027 -38.3 0.9 4991.6 1
31 1 1 0 2 0 0 1 6 1 1 999 0 1 1.4 93.918 -42.7 4.955 5228.1 0
34 1 1 7 2 2 2 1 4 4 2 999 0 1 1.1 93.994 -36.4 4.855 5191 0
34 0 1 6 0 0 0 1 4 1 1 999 0 1 1.1 93.994 -36.4 4.856 5191 0
37 1 2 1 2 2 2 1 5 1 2 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
35 9 2 5 0 0 0 0 7 1 2 999 0 1 1.4 93.444 -36.1 4.968 5228.1 0
52 5 1 0 2 0 0 0 3 3 1 999 1 0 -1.8 93.075 -47.1 1.41 5099.1 0
34 0 2 3 0 1 0 1 5 3 3 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
30 9 2 6 0 0 0 0 10 3 2 999 0 1 -0.1 93.2 -42 4.076 5195.8 0
23 1 2 3 0 1 0 0 4 0 1 999 1 0 -1.8 92.893 -46.2 1.244 5099.1 0
33 7 0 3 0 1 1 0 3 4 1 999 0 1 -1.8 93.075 -47.1 1.479 5099.1 0
27 9 2 5 0 0 0 0 5 1 2 999 0 1 -1.7 94.055 -39.8 0.737 4991.6 0
47 9 1 5 0 1 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1 0
56 4 1 6 0 1 0 0 6 3 1 999 0 1 1.4 93.918 -42.7 4.968 5228.1 0
36 0 1 3 0 0 0 1 4 3 3 999 0 1 1.1 93.994 -36.4 4.86 5191 0
41 4 1 7 0 1 0 1 5 4 1 999 0 1 1.4 94.465 -41.8 4.967 5228.1 0
35 8 2 6 2 1 0 1 5 0 4 999 0 1 1.4 94.465 -41.8 4.96 5228.1 0
45 1 1 2 2 1 0 0 10 2 2 999 0 1 -0.1 93.2 -42 4.12 5195.8 0
39 1 2 0 2 0 0 0 6 3 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
42 0 1 3 0 0 0 0 3 4 2 999 0 1 -1.8 93.075 -47.1 1.479 5099.1 0
32 1 1 2 2 0 0 0 4 0 2 999 0 1 -1.8 92.893 -46.2 1.244 5099.1 0
30 9 2 6 0 0 0 0 6 0 20 999 0 1 1.4 93.918 -42.7 4.96 5228.1 0
31 7 1 3 0 0 0 1 3 0 1 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 0
50 4 2 6 0 1 1 1 4 4 1 999 0 1 1.1 93.994 -36.4 4.855 5191 0
42 3 2 0 2 1 0 1 4 1 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
45 4 1 6 0 0 0 1 3 2 4 999 0 1 -1.8 93.075 -47.1 1.415 5099.1 0
32 8 2 6 0 1 0 0 10 1 2 999 0 1 -0.1 93.2 -42 4.153 5195.8 0
29 0 2 6 0 1 1 0 7 3 1 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
36 6 1 3 2 1 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
38 9 1 6 0 1 0 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
36 1 1 3 0 0 0 1 4 0 3 999 0 1 1.1 93.994 -36.4 4.857 5191 0
28 0 1 3 0 0 1 0 4 2 2 999 0 1 -1.8 93.876 -40 0.697 5008.7 1
65 4 1 7 0 0 0 0 11 2 2 9 1 2 -3 92.713 -33 0.715 5023.5 1
51 0 2 6 2 1 1 0 10 4 2 999 0 1 -0.1 93.2 -42 4.021 5195.8 0
45 3 1 0 2 1 0 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.968 5228.1 0
48 0 1 3 0 0 0 0 9 3 1 999 0 1 -3.4 92.431 -26.9 0.741 5017.5 0
35 9 1 5 0 1 0 1 4 2 1 999 1 0 -1.8 92.893 -46.2 1.281 5099.1 0
28 1 1 2 0 0 1 1 4 4 2 999 0 1 1.1 93.994 -36.4 4.857 5191 0
35 0 2 3 0 0 0 0 4 2 2 999 0 1 -1.8 92.893 -46.2 1.281 5099.1 0
57 9 1 5 0 1 0 0 10 3 4 999 0 1 -0.1 93.2 -42 4.076 5195.8 0
49 11 1 3 2 1 0 1 4 1 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
35 11 1 2 0 1 1 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.855 5191 0
30 6 2 6 0 0 0 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.866 5228.1 0
46 3 1 0 0 0 0 0 7 1 4 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
42 1 1 1 2 0 0 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
45 4 1 6 0 1 0 0 6 2 2 999 0 1 -1.7 94.215 -40.3 0.84 4991.6 1
31 1 2 2 2 1 0 0 4 2 3 999 0 1 -1.8 92.893 -46.2 1.281 5099.1 0
31 1 1 1 0 0 0 1 4 2 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
63 5 1 5 0 1 0 0 3 2 2 999 0 1 -1.8 93.075 -47.1 1.498 5099.1 1
43 0 1 6 0 0 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1 0
57 5 1 6 0 1 0 1 4 1 1 999 0 1 1.1 93.994 -36.4 4.856 5191 0
36 1 1 1 0 0 0 0 4 3 2 999 1 0 -1.8 92.893 -46.2 1.327 5099.1 0
32 1 1 5 0 0 0 1 5 4 1 999 0 1 1.4 94.465 -41.8 4.967 5228.1 0
45 1 0 5 2 1 0 0 6 2 1 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
49 7 0 1 2 1 1 0 6 4 3 999 0 1 1.4 93.918 -42.7 4.957 5228.1 0
45 10 0 0 0 1 0 0 7 2 1 999 0 1 -2.9 92.201 -31.4 0.884 5076.2 0
52 7 1 5 2 1 1 0 7 0 3 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
27 0 2 5 0 1 1 0 6 1 3 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
41 1 0 2 0 1 0 0 4 4 1 999 1 0 -1.8 92.893 -46.2 1.313 5099.1 0
38 1 2 2 0 1 0 1 5 4 6 999 0 1 1.4 94.465 -41.8 4.959 5228.1 0
52 9 1 5 0 1 0 0 10 4 1 999 1 0 -0.1 93.2 -42 4.021 5195.8 0
55 1 1 2 2 1 0 1 4 0 2 999 0 1 1.1 93.994 -36.4 4.857 5191 0
34 0 1 6 0 1 0 0 4 1 2 999 1 0 -1.8 92.893 -46.2 1.344 5099.1 0
39 9 2 5 0 1 0 1 5 4 2 999 0 1 1.4 94.465 -41.8 4.959 5228.1 0
39 1 1 0 2 0 1 0 4 2 1 999 0 1 -1.8 92.893 -46.2 1.334 5099.1 0
32 7 1 3 0 1 0 1 4 4 2 999 0 1 1.1 93.994 -36.4 4.855 5191 0
59 4 1 6 0 0 0 0 7 0 2 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
54 3 1 0 2 0 0 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.958 5228.1 0
37 1 1 2 2 1 0 1 4 3 4 999 0 1 1.1 93.994 -36.4 4.855 5191 0
31 1 1 2 0 2 2 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.858 5191 0
54 5 1 2 0 0 1 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
26 8 2 7 0 0 0 0 8 3 1 999 1 0 -3.4 92.379 -29.8 0.809 5017.5 0
50 5 2 6 0 0 0 0 10 4 5 999 1 0 -0.1 93.2 -42 4.021 5195.8 0
52 9 1 5 2 1 0 1 4 1 3 999 0 1 1.1 93.994 -36.4 4.857 5191 0
50 9 2 3 2 0 0 1 6 3 6 999 0 1 1.4 93.918 -42.7 4.968 5228.1 0
37 9 1 5 0 0 0 1 5 3 5 999 0 1 1.4 94.465 -41.8 4.866 5228.1 0
32 7 1 1 2 1 0 1 10 1 2 999 0 1 -0.1 93.2 -42 4.153 5195.8 0
53 4 0 6 0 0 0 0 3 3 1 999 0 1 -1.8 93.075 -47.1 1.365 5099.1 0
46 0 1 3 0 1 0 0 7 3 3 999 0 1 1.4 93.444 -36.1 4.962 5228.1 0
47 3 1 0 0 0 0 0 3 1 2 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 0
34 1 1 2 0 0 0 0 3 0 2 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 0
39 0 1 6 0 0 0 0 5 2 1 999 1 0 -2.9 92.963 -40.8 1.26 5076.2 0
58 3 1 6 0 1 0 0 6 1 5 999 0 1 1.4 93.918 -42.7 4.961 5228.1 0
26 0 2 6 0 0 0 1 9 2 1 999 2 0 -1.1 94.601 -49.5 0.959 4963.6 0
36 7 2 2 0 1 0 0 4 4 2 999 0 1 -1.8 92.893 -46.2 1.313 5099.1 1
49 10 1 5 0 1 0 1 10 3 1 999 0 1 -3.4 92.649 -30.1 0.714 5017.5 1
24 8 2 3 0 1 1 0 7 4 1 999 1 0 -2.9 92.201 -31.4 0.849 5076.2 0
33 0 1 6 0 1 0 0 4 2 1 999 0 1 -1.8 92.893 -46.2 1.281 5099.1 0
52 1 1 5 0 0 1 1 4 2 3 999 0 1 1.1 93.994 -36.4 4.857 5191 0
42 0 1 6 0 1 0 1 4 3 3 999 0 1 1.1 93.994 -36.4 4.855 5191 0
29 1 1 3 0 0 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.855 5191 0
35 9 1 6 2 0 0 1 4 2 2 999 0 1 1.1 93.994 -36.4 4.857 5191 0
25 0 2 6 0 0 1 0 3 0 1 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 1
45 7 0 7 0 1 0 1 4 1 5 999 0 1 1.1 93.994 -36.4 4.857 5191 1
52 0 0 3 0 1 0 1 4 0 2 999 1 0 -1.8 92.893 -46.2 1.244 5099.1 0
52 0 1 3 0 1 0 0 6 4 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
59 1 1 1 0 1 0 1 5 4 1 999 0 1 1.4 94.465 -41.8 4.967 5228.1 0
58 5 0 6 0 1 0 1 5 4 3 999 0 1 1.4 94.465 -41.8 4.959 5228.1 0
75 3 0 0 0 0 0 1 10 0 8 3 1 2 -3.4 92.649 -30.1 0.714 5017.5 0
31 7 0 3 0 1 0 0 10 3 2 999 0 1 -0.1 93.2 -42 4.076 5195.8 0
43 0 1 6 0 1 1 0 7 3 7 999 0 1 1.4 93.444 -36.1 4.968 5228.1 0
37 2 1 6 2 0 0 0 10 0 2 999 1 0 -0.1 93.2 -42 4.191 5195.8 0
71 5 1 0 0 1 0 0 6 3 2 9 3 0 -1.7 94.215 -40.3 0.899 4991.6 1
34 2 1 5 0 1 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8 0
39 1 0 1 2 1 0 0 4 2 1 999 0 1 -1.8 92.893 -46.2 1.281 5099.1 0
60 4 1 6 0 0 0 0 6 4 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
36 2 2 6 0 1 1 0 4 1 1 999 0 1 -1.8 92.893 -46.2 1.291 5099.1 0
55 7 1 3 0 1 0 0 7 1 3 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
46 10 1 1 0 1 0 0 10 3 4 999 0 1 -0.1 93.2 -42 4.076 5195.8 0
56 1 1 0 2 0 0 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
58 10 1 0 2 0 0 1 4 1 4 999 0 1 1.1 93.994 -36.4 4.856 5191 0
58 9 0 6 2 1 0 0 7 3 2 999 0 1 1.4 93.444 -36.1 4.964 5228.1 0
37 9 2 5 0 0 0 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
22 1 1 2 0 1 0 0 6 3 1 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
43 1 1 0 0 1 0 0 4 0 2 999 0 1 -1.8 92.893 -46.2 1.244 5099.1 0
46 6 1 2 2 1 0 0 10 0 1 999 0 1 -0.1 93.2 -42 4.191 5195.8 0
71 5 1 5 0 1 0 0 3 3 2 999 0 1 -1.8 93.749 -34.6 0.64 5008.7 0
46 4 1 6 0 0 0 1 4 1 2 999 0 1 1.1 93.994 -36.4 4.857 5191 0
51 10 1 3 0 1 1 0 8 4 3 999 0 1 -1.1 94.199 -37.5 0.883 4963.6 0
31 7 1 3 0 1 0 0 4 4 6 999 1 0 -1.8 92.893 -46.2 1.25 5099.1 0
31 1 1 2 0 1 0 0 6 2 1 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
32 9 2 6 0 0 0 0 10 1 2 999 0 1 -0.1 93.2 -42 4.153 5195.8 0
55 11 1 7 2 0 0 1 4 4 1 999 0 1 1.1 93.994 -36.4 4.864 5191 0
53 9 1 6 0 0 1 0 3 3 1 999 0 1 -1.8 93.075 -47.1 1.365 5099.1 0
34 0 1 6 0 1 0 0 4 0 2 999 1 0 -1.8 92.893 -46.2 1.299 5099.1 0
51 0 1 6 0 1 0 0 7 3 2 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
27 9 1 5 0 1 0 1 6 3 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
35 9 1 5 0 1 0 0 4 3 5 999 0 1 -1.8 92.893 -46.2 1.266 5099.1 1
44 4 0 6 0 0 0 0 4 0 3 999 1 0 -1.8 92.893 -46.2 1.244 5099.1 0
38 0 2 6 0 1 0 0 10 2 1 999 1 0 -0.1 93.2 -42 4.12 5195.8 0
38 1 2 2 0 0 0 1 4 3 5 999 0 1 1.1 93.994 -36.4 4.86 5191 0
31 0 1 3 0 0 0 0 9 3 1 999 0 1 -3.4 92.431 -26.9 0.722 5017.5 1
36 1 1 2 0 0 0 0 4 3 1 999 1 0 -1.8 92.893 -46.2 1.327 5099.1 0
45 7 1 3 0 1 0 0 3 2 4 999 0 1 -1.8 93.075 -47.1 1.415 5099.1 0
48 0 1 6 2 1 0 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
27 7 2 6 0 1 0 0 2 0 3 999 0 1 -1.8 93.369 -34.8 0.652 5008.7 0
43 7 1 1 0 0 0 1 10 1 1 999 0 1 -0.1 93.2 -42 4.343 5195.8 0
46 0 2 6 0 0 0 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.961 5228.1 0
35 0 1 6 0 1 0 0 4 0 1 999 0 1 -1.8 92.893 -46.2 1.264 5099.1 0
30 7 1 3 0 0 0 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8 0
38 9 1 6 2 1 0 1 4 4 4 999 0 1 1.1 93.994 -36.4 4.859 5191 0
41 0 2 3 0 1 0 0 4 0 3 999 1 0 -1.8 92.893 -46.2 1.354 5099.1 0
27 1 1 0 2 0 0 1 4 3 7 999 0 1 1.1 93.994 -36.4 4.86 5191 0
53 1 0 0 2 0 0 1 5 4 3 999 0 1 1.4 94.465 -41.8 4.967 5228.1 0
38 9 1 6 0 1 0 1 4 3 2 999 0 1 1.1 93.994 -36.4 4.86 5191 0
78 5 0 1 0 0 0 0 9 4 2 999 2 0 -3.4 92.431 -26.9 0.72 5017.5 0
36 0 1 6 0 0 0 0 9 4 1 999 2 0 -3.4 92.431 -26.9 0.739 5017.5 1
30 9 1 6 0 1 0 0 11 3 2 6 1 2 -3 92.713 -33 0.72 5023.5 1
48 0 0 6 0 0 1 0 6 0 5 999 0 1 1.4 93.918 -42.7 4.96 5228.1 0
26 0 2 6 0 0 0 0 7 3 1 999 1 0 -2.9 92.201 -31.4 0.851 5076.2 0
28 0 2 3 0 1 0 0 4 1 3 999 0 1 -1.8 92.893 -46.2 1.291 5099.1 0
38 1 2 1 0 0 0 1 6 3 4 999 0 1 1.4 93.918 -42.7 4.968 5228.1 0
40 4 1 6 0 0 0 0 7 4 3 999 0 1 1.4 93.444 -36.1 4.966 5228.1 0
44 0 1 6 0 1 1 0 3 4 1 999 0 1 -1.8 93.075 -47.1 1.405 5099.1 0
57 5 1 3 2 1 0 1 4 4 2 999 0 1 1.1 93.994 -36.4 4.859 5191 0
36 6 1 6 0 1 0 1 5 0 1 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
38 9 1 3 0 1 0 0 4 1 6 999 0 1 -1.8 92.893 -46.2 1.291 5099.1 0
60 6 1 5 2 0 0 1 5 4 1 999 0 1 1.4 94.465 -41.8 4.967 5228.1 0
26 9 1 1 0 1 0 1 5 4 20 999 0 1 1.4 94.465 -41.8 4.959 5228.1 0
66 5 1 0 0 1 1 1 7 2 3 999 3 0 -2.9 92.201 -31.4 0.854 5076.2 0
38 9 1 5 0 1 0 0 7 3 1 999 0 1 1.4 93.444 -36.1 4.964 5228.1 0
32 0 1 6 2 2 2 1 4 0 56 999 0 1 1.1 93.994 -36.4 4.858 5191 0
33 0 2 6 0 0 0 0 3 2 2 999 0 1 -1.8 93.075 -47.1 1.445 5099.1 0
27 2 2 6 0 0 0 1 5 1 3 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
35 7 1 3 0 0 0 1 4 3 4 999 0 1 1.1 93.994 -36.4 4.86 5191 0
67 5 2 6 0 1 1 0 2 0 22 999 0 1 -1.8 92.843 -50 1.703 5099.1 0
27 1 1 2 0 0 0 0 6 2 1 999 0 1 1.4 93.918 -42.7 4.957 5228.1 0
47 0 1 2 0 1 0 1 10 4 3 999 0 1 -0.1 93.2 -42 4.021 5195.8 0
25 0 1 3 0 1 0 1 4 4 2 999 0 1 1.1 93.994 -36.4 4.859 5191 0
34 9 1 5 0 1 0 0 5 2 1 999 0 1 -2.9 92.963 -40.8 1.26 5076.2 1
31 1 2 3 0 1 0 0 10 2 1 999 1 0 -0.1 93.2 -42 4.12 5195.8 0
41 7 2 3 0 1 0 1 6 1 1 999 0 1 1.4 93.918 -42.7 4.955 5228.1 0
41 7 1 3 2 1 1 1 4 1 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
30 1 1 2 0 0 0 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1 1
51 7 2 3 2 0 0 1 5 0 3 999 0 1 1.4 94.465 -41.8 4.961 5228.1 0
34 1 1 3 0 0 0 0 4 3 3 999 1 0 -1.8 92.893 -46.2 1.266 5099.1 0
53 9 1 7 0 1 0 1 5 3 3 999 0 1 1.4 94.465 -41.8 4.958 5228.1 0
45 1 1 2 0 1 0 0 7 3 5 999 0 1 1.4 93.444 -36.1 4.968 5228.1 1
34 7 2 2 0 1 1 0 10 2 1 999 0 1 -0.1 93.2 -42 4.12 5195.8 0
54 1 1 7 0 0 0 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1 0
30 4 1 6 0 1 0 0 3 3 1 2 1 2 -1.8 93.075 -47.1 1.365 5099.1 1
52 0 0 6 2 0 0 0 6 1 2 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
48 1 1 1 0 0 0 1 4 2 4 999 1 0 -1.8 92.893 -46.2 1.281 5099.1 0
48 2 1 1 0 1 0 1 6 3 1 999 0 1 1.4 93.918 -42.7 4.966 5228.1 0
35 0 1 6 0 1 0 0 4 4 1 999 0 1 -1.8 92.893 -46.2 1.313 5099.1 1
38 7 2 3 0 1 0 0 7 3 1 999 0 1 1.4 93.444 -36.1 4.968 5228.1 0
36 1 1 2 0 1 1 1 4 4 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
51 1 1 2 2 0 0 1 6 0 5 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
54 0 1 3 0 1 0 0 7 4 1 999 0 1 1.4 93.444 -36.1 4.966 5228.1 0
49 3 1 2 2 0 0 1 4 0 1 999 0 1 1.1 93.994 -36.4 4.857 5191 0
34 0 1 6 2 0 0 0 7 1 2 999 0 1 1.4 93.444 -36.1 4.968 5228.1 1
32 1 2 0 0 1 0 1 6 1 7 999 0 1 1.4 93.918 -42.7 4.962 5228.1 0
37 0 0 3 0 1 1 0 4 4 2 999 0 1 -1.8 92.893 -46.2 1.25 5099.1 0
37 1 1 0 0 1 0 0 3 2 1 5 1 2 -1.8 93.075 -47.1 1.445 5099.1 0
29 0 1 6 0 1 1 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.965 5228.1 0
29 0 2 6 0 1 0 0 8 3 2 8 2 2 -1.1 94.199 -37.5 0.878 4963.6 0
47 9 1 5 0 0 0 1 5 3 1 999 0 1 1.4 94.465 -41.8 4.866 5228.1 0
45 1 1 1 0 1 0 1 5 0 8 999 0 1 1.4 94.465 -41.8 4.865 5228.1 0
31 0 2 3 0 1 0 0 10 4 2 999 0 1 -0.1 93.2 -42 4.021 5195.8 0
53 5 0 0 0 0 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.86 5191 0
46 1 1 0 0 0 0 1 4 3 2 999 0 1 -1.8 92.893 -46.2 1.266 5099.1 0
43 0 0 2 0 2 2 1 4 1 2 999 0 1 1.1 93.994 -36.4 4.856 5191 0
34 0 1 3 0 1 0 0 3 4 2 999 2 0 -1.8 93.075 -47.1 1.405 5099.1 0
52 1 1 3 0 0 0 0 4 1 1 999 0 1 -1.8 92.893 -46.2 1.344 5099.1 0
39 9 0 3 0 1 1 0 7 1 1 999 0 1 1.4 93.444 -36.1 4.963 5228.1 0
47 2 1 6 0 1 1 0 7 0 1 999 0 1 1.4 93.444 -36.1 4.97 5228.1 0
64 5 1 3 0 0 0 0 10 0 1 3 1 2 -3.4 92.649 -30.1 0.714 5017.5 1
53 0 1 6 0 1 0 0 7 0 1 999 1 0 -2.9 92.201 -31.4 0.821 5076.2 1
32 7 2 2 0 1 0 0 6 3 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
29 7 1 3 0 0 1 0 4 2 2 999 1 0 -1.8 92.893 -46.2 1.281 5099.1 1
40 0 1 3 2 1 0 1 5 4 10 999 0 1 1.4 94.465 -41.8 4.959 5228.1 0
39 7 0 3 0 0 0 0 6 2 1 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
37 9 2 6 0 0 0 0 5 1 1 999 1 0 -2.9 92.963 -40.8 1.262 5076.2 1
46 10 1 2 0 1 0 0 5 1 2 999 0 1 -2.9 92.963 -40.8 1.262 5076.2 1
33 9 2 5 0 1 0 0 4 1 1 999 0 1 -1.8 92.893 -46.2 1.291 5099.1 0
43 4 1 6 0 1 0 0 10 0 1 999 0 1 -0.1 93.2 -42 4.191 5195.8 0
31 1 2 1 0 0 0 0 6 2 2 999 0 1 1.4 93.918 -42.7 4.963 5228.1 0
45 11 1 7 0 1 0 1 4 3 1 999 0 1 1.1 93.994 -36.4 4.86 5191 0
